log_frequency_per_million,word,transcription,part_of_speech
0.78,luxurious,lVgZ9r7s,A
1.4,luxury,lVkS@rI,N
0.3,lynch,lInJ,V
0.3,lyric,lIrIk,N
0.3,lyric,lIrIk,A
0.48,lyrical,lIrIkP,A
1.88,m,Em,N
0.78,ma,m#,N
0.9,ma'am,m{m,N
0.48,mac,m{k,N
0.3,macabre,m@k#br@,A
0.3,mace,m1s,N
0.3,Mach,m{k,N
0.3,machete,m@JEtI,N
1.48,Machiavelli,m{k7vElI,N
2.09,machine,m@Sin,N
0.78,machinegun,m@SingVn,N
1.45,machinery,m@Sin@rI,N
0.78,mackerel,m{kr@l,N
0.48,mackintosh,m{kIntQS,N
1.69,mad,m{d,A
0.78,Madam,m{d@m,N
1.45,Madame,m{d@m,N
0.3,madden,m{dH,V
0.48,maddening,m{dHIN,A
0.48,mademoiselle,m{d@mw@zEl,N
0.6,madly,m{dlI,ADV
0.48,madman,m{dm@n,N
1.11,madness,m{dnIs,N
0.48,Madonna,m@dQn@,N
0.3,madras,m@dr#s,N
0.78,Mafia,m{f7,N
1.81,magazine,m{g@zin,N
0.6,maggot,m{g@t,N
1.32,magic,m{_Ik,N
1.2,magic,m{_Ik,A
1.11,magical,m{_IkP,A
0.48,magically,m{_Ik@lI,ADV
0.7,magician,m@_ISH,N
1.15,magistrate,m{_Istr1t,N
0.48,magnet,m{gnIt,N
0.78,magnetic,m{gnEtIk,A
0.3,magnetism,m{gnItIz@m,N
0.3,magnificence,m{gnIfIsHs,N
1.3,magnificent,m{gnIfIsHt,A
0.48,magnificently,m{gnIfIsHtlI,ADV
0.85,magnify,m{gnIf2,V
0.78,magnitude,m{gnItjud,N
0.3,magnolia,m{gn5lj@,N
0.6,maharajah,m#h@r#_@,N
0.6,mahogany,m@hQg@nI,N
1.23,maid,m1d,N
0.78,maiden,m1dH,N
0.3,maiden,m1dH,A
1.42,mail,m1l,N
0.6,mail,m1l,V
0.3,mailbox,m1lbQks,N
0.48,maim,m1m,V
2.29,main,m1n,A
0.85,mainland,m1nl@nd,N
1.72,mainly,m1nlI,ADV
0.48,mains,m1nz,N
0.3,mainstay,m1nst1,N
0.78,mainstream,m1nstrim,N
1.98,maintain,m1nt1n,V
1.36,maintenance,m1nt@n@ns,N
0.78,maize,m1z,N
0.6,majestic,m@_EstIk,A
0.48,majesty,m{_@stI,N
0.48,Majesty,m{_@stI,N
1.38,major,m1_@R,N
2.21,major,m1_@R,A
0.6,major-general,m1_@_En@r@l,N
1.88,majority,m@_Qr@tI,N
3.37,make,m1k,V
0.3,make-believe,m1kbIliv,N
1.11,maker,m1k@R,N
0.3,makeshift,m1kSIft,A
1.15,make-up,m1kVp,N
0.3,malaise,m{l1z,N
0.3,malaria,m@l8r7,N
0.3,Malawi,m@l#wI,N
0.48,Malaya,m@l1@,N
0.48,Malaysia,m@l1z7,N
1.49,male,m1l,N
1.86,male,m1l,A
0.3,malevolent,m@lEv@l@nt,A
0.9,Mali,m#lI,N
0.85,malice,m{lIs,N
0.7,malicious,m@lIS@s,A
0.48,malignant,m@lIgn@nt,A
1,mall,m$l,N
0.3,mallet,m{lIt,N
0.85,malnutrition,m{lnjutrISH,N
0.6,malt,m$lt,N
0.3,Malta,m$lt@,N
0.3,Malthus,m{lT@s,N
0.48,mam,m{m,N
1,mama,m#m@,N
0.9,mammal,m{mP,N
0.6,mammoth,m{m@T,N
0.48,mammy,m{mI,N
3.21,man,m{n,N
0.85,man,m{n,V
2.11,manage,m{nI_,V
0.48,manageable,m{nI_@bP,A
1.91,management,m{nI_m@nt,N
1.74,manager,m{nI_@R,N
0.85,managerial,m{n@_7r7l,A
0.3,mandarin,m{nd@rIn,N
0.7,mandate,m{nd1t,N
0.3,mandatory,m{nd@t@rI,A
0.48,mane,m1n,N
0.3,mangle,m{NgP,V
0.3,mangrove,m{Ngr5v,N
0.85,manhattan,m{nh{tH,N
0.78,manhood,m{nhUd,N
0.3,mania,m1nj@,N
0.6,maniac,m1nI{k,N
0.7,manic,m{nIk,A
0.85,manifest,m{nIfEst,V
0.7,manifest,m{nIfEst,A
1.04,manifestation,m{nIfEst1SH,N
0.48,manifestly,m{nIfEstlI,ADV
1.04,manifesto,m{nIfEst5,N
0.3,manila,m@nIl@,N
1.11,manipulate,m@nIpjUl1t,V
0.85,manipulation,m@nIpjUl1SH,N
0.3,manipulative,m@nIpjUl@tIv,A
1.38,mankind,m{nk2nd,N
0.6,manly,m{nlI,A
0.7,man-made,m{nm1d,A
1.89,manner,m{n@R,N
0.48,mannerism,m{n@rIz@m,N
1.3,manners,m{n@z,N
1,manoeuvre,m@nuv@R,N
0.85,manoeuvre,m@nuv@R,V
0.85,manor,m{n@R,N
0.85,manpower,m{np6@R,N
1,mansion,m{nSH,N
0.78,mantelpiece,m{ntPpis,N
0.3,mantis,m{ntIs,N
0.6,mantle,m{ntP,N
0.9,manual,m{nj9l,N
1.23,manual,m{nj9l,A
1.11,manufacture,m{njUf{kJ@R,N
1.45,manufacture,m{njUf{kJ@R,V
1.34,manufacturer,m{njUf{kJ@r@R,N
0.85,manure,m@nj9R,N
0.3,manure,m@nj9R,V
1.11,manuscript,m{njUskrIpt,N
2.99,many,mEnI,FUNC
0.95,Mao,m6,N
0.3,Maoist,m6Ist,A
1.6,map,m{p,N
0.6,map,m{p,V
0.6,maple,m1pP,N
0.7,mar,m#R,V
1.08,marathon,m{r@TH,N
0.3,maraud,m@r$d,V
1.4,marble,m#bP,N
1.4,march,m#J,N
1.48,march,m#J,V
1.57,March,m#J,N
0.3,marcher,m#J@R,N
0.6,mare,m8R,N
1.08,margarine,m#_@rin,N
1.18,margin,m#_In,N
1.15,marginal,m#_InP,A
0.48,marginally,m#_In@lI,ADV
1,Maria,m@ri@,N
0.48,marijuana,m{rju#n@,N
0.7,marina,m@rin@,N
1.26,marine,m@rin,N
1,marine,m@rin,A
0.3,mariner,m{rIn@R,N
0.78,marital,m{rItP,A
0.7,maritime,m{rIt2m,A
1.74,mark,m#k,N
1.69,mark,m#k,V
1.36,marked,m#kt,A
0.78,markedly,m#kIdlI,ADV
0.6,marker,m#k@R,N
2.15,market,m#kIt,N
1.08,market,m#kIt,V
1,marketing,m#kItIN,N
0.6,marketplace,m#kItpl1s,N
0.7,marking,m#kIN,N
0.3,marmalade,m#m@l1d,N
0.3,maroon,m@run,A
0.3,marque,m#k,N
0.3,marquee,m#ki,N
0.48,marquis,m#kwIs,N
2.02,marriage,m{rI_,N
1.74,married,m{rId,A
0.6,marrow,m{r5,N
2.1,marry,m{rI,V
0.95,Mars,m#z,N
1.26,marsh,m#S,N
0.6,marshal,m#SP,N
0.3,marshal,m#SP,V
0.48,martial,m#SP,A
1.57,martin,m#tIn,N
0.7,martini,m#tinI,N
0.78,martyr,m#t@R,N
0.3,martyrdom,m#t@d@m,N
0.48,marvel,m#vP,N
0.7,marvel,m#vP,V
1.58,marvellous,m#v@l@s,A
0.7,marvellously,m#v@l@slI,ADV
1.36,Marx,m#ks,N
0.9,Marxism,m#ksIz@m,N
0.95,Marxist,m#ksIst,N
1.18,Marxist,m#ksIst,A
0.3,Marxist-Leninist,m#ksIstlEnInIst,A
1.89,Mary,m8rI,N
1.04,masculine,m{skjUlIn,A
0.3,masculinity,m{skjUlIn@tI,N
0.3,mash,m{S,N
0.7,mash,m{S,V
1.3,mask,m#sk,N
0.7,mask,m#sk,V
0.3,masked,m#skt,A
0.7,mason,m1sH,N
0.6,masonry,m1sHrI,N
0.3,masque,m#sk,N
0.3,masquerade,m{sk@r1d,V
2.04,mass,m{s,N
0.6,mass,m{s,V
0.85,Mass,m{s,N
0.78,massacre,m{s@k@R,N
0.3,massacre,m{s@k@R,V
0.48,massage,m{s#Z,N
0.6,massage,m{s#Z,V
1.28,masses,m{sIz,N
1.72,massive,m{sIv,A
0.3,massively,m{sIvlI,ADV
0.3,mass-produce,m{spr@djus,V
0.48,mast,m#st,N
1.75,master,m#st@R,N
0.95,master,m#st@R,V
0.85,master,m#st@R,A
0.3,masterful,m#st@fUl,A
0.9,masterpiece,m#st@pis,N
0.78,master's,m#st@z,N
0.7,mastery,m#st@rI,N
0.6,masturbate,m{st@b1t,V
0.9,masturbation,m{st@b1SH,N
0.9,mat,m{t,N
0.78,mat,m{t,A
1.76,match,m{J,N
1.49,match,m{J,V
0.6,matching,m{JIN,A
1.36,mate,m1t,N
0.85,mate,m1t,V
2.16,material,m@t7r7l,N
1.26,material,m@t7r7l,A
0.78,materialism,m@t7r7lIz@m,N
0.3,materialist,m@t7r7lIst,A
0.3,materialistic,m@t7r7lIstIk,A
0.78,materialize,m@t7r7l2z,V
0.3,materially,m@t7r7lI,ADV
1,maternal,m@t3nP,A
0.6,maternity,m@t3n@tI,N
1.15,mathematical,m{T@m{tIkP,A
0.3,mathematically,m{T@m{tIk@lI,ADV
0.9,mathematician,m{T@m@tISH,N
1.42,mathematics,m{T@m{tIks,N
0.78,maths,m{Ts,N
0.48,matin#ee,m{tIn1,N
0.3,matriculation,m@trIkjUl1SH,N
0.48,matrix,m1trIks,N
0.85,matron,m1tr@n,N
0.48,matted,m{tId,A
2.45,matter,m{t@R,N
1.95,matter,m{t@R,V
0.6,matter-of-fact,m{t@r@vf{kt,A
1.11,mattress,m{trIs,N
0.9,mature,m@tj9R,V
1.15,mature,m@tj9R,A
0.9,maturity,m@tj9r@tI,N
0.48,maul,m$l,V
0.48,mauve,m5v,A
0.3,Maxim,m{ksIm,N
0.48,maximal,m{ksImP,A
0.9,maximize,m{ksIm2z,V
0.85,maximum,m{ksIm@m,N
1.38,maximum,m{ksIm@m,A
1.34,May,m1,N
3.16,may,m1,V
2.13,maybe,m1bi,ADV
0.48,mayonnaise,m1@n1z,N
1.2,mayor,m8R,N
0.85,maze,m1z,N
0.7,McCarthy,m@k#TI,N
3.38,me,mi,FUNC
0.3,mead,mid,N
1.36,meadow,mEd5,N
0.78,meagre,mig@R,A
1.96,meal,mil,N
0.3,mealtime,milt2m,N
0.9,mean,min,N
2.86,mean,min,V
1.42,mean,min,A
0.3,meander,mI{nd@R,V
1.81,meaning,minIN,N
0.95,meaningful,minINfUl,A
1.15,meaningless,minINlIs,A
0.3,meanness,minnIs,N
1.9,means,minz,N
1,meantime,mint2m,N
0.3,meantime,mint2m,ADV
1.6,meanwhile,minw2l,ADV
0.6,measles,mizPz,N
0.48,measurable,mEZ@r@bP,A
1.86,measure,mEZ@R,N
1.56,measure,mEZ@R,V
0.6,measured,mEZ@d,A
0.9,measurement,mEZ@m@nt,N
1.88,meat,mit,N
0.48,mecca,mEk@,N
0.85,mechanic,mIk{nIk,N
1.42,mechanical,mIk{nIkP,A
0.6,mechanically,mIk{nIk@lI,ADV
0.95,mechanics,mIk{nIks,N
1.42,mechanism,mEk@nIz@m,N
0.48,mechanization,mEk@n2z1SH,N
0.48,mechanize,mEk@n2z,V
1.04,medal,mEdP,N
0.48,meddle,mEdP,V
1.6,media,midj@,N
0.3,median,midj@n,A
0.48,mediate,midI1t,V
0.3,mediator,midI1t@R,N
0.3,medic,mEdIk,N
1.89,medical,mEdIkP,A
0.3,medically,mEdIk@lI,ADV
0.3,medication,mEdIk1SH,N
0.3,medicinal,m@dIsInP,A
1.57,medicine,mEdsIn,N
1.45,medieval,mEdIivP,A
0.48,mediocre,midI5k@R,A
0.3,mediocrity,midIQkr@tI,N
0.48,meditate,mEdIt1t,V
0.6,meditation,mEdIt1SH,N
0.78,Mediterranean,mEdIt@r1nj@n,N
0.85,Mediterranean,mEdIt@r1nj@n,A
1.2,medium,midj@m,N
0.95,medium,midj@m,A
0.3,meek,mik,A
0.48,meekly,miklI,ADV
2.37,meet,mit,V
1.94,meet,mit,A
2.24,meeting,mitIN,N
0.7,melancholy,mEl@nk@lI,N
0.6,melancholy,mEl@nk@lI,A
0.3,mellow,mEl5,V
0.3,mellow,mEl5,A
0.3,melodrama,mEl5dr#m@,N
0.3,melodramatic,mEl5dr@m{tIk,A
0.7,melody,mEl@dI,N
0.48,melon,mEl@n,N
1.38,melt,mElt,V
2.48,member,mEmb@R,N
1.52,membership,mEmb@SIp,N
0.6,membrane,mEmbr1n,N
0.3,memento,mImEnt5,N
0.6,memo,mEm5,N
0.6,memoir,mEmw#R,N
0.7,memoirs,mEmw#z,N
0.9,memorable,mEm@r@bP,A
0.78,memorandum,mEm@r{nd@m,N
0.9,memorial,m@m$r7l,N
0.7,memorial,m@m$r7l,A
0.6,memorize,mEm@r2z,V
1.94,memory,mEm@rI,N
1,memsahib,mEms#hIb,N
0.9,menace,mEn@s,N
0.7,menacing,mEn@sIN,A
0.3,menacingly,mEn@sINlI,ADV
0.9,mend,mEnd,V
0.48,Mendel,mEndP,N
0.3,menopause,mEn5p$z,N
0.48,menstrual,mEnstr9l,A
0.7,menstruation,mEnstrU1SH,N
1.74,mental,mEntP,A
0.6,mentality,mEnt{l@tI,N
1.23,mentally,mEnt@lI,ADV
1.11,mention,mEnSH,N
2.05,mention,mEnSH,V
0.3,mentor,mEnt$R,N
1,menu,mEnju,N
0.48,mercenary,m3sIn@rI,N
0.3,merchandise,m3J@nd2z,N
1.28,merchant,m3J@nt,N
0.6,merciful,m3sIfUl,A
0.6,mercifully,m3sIfUlI,ADV
0.6,merciless,m3sIlIs,A
0.3,mercilessly,m3sIlIslI,ADV
0.85,mercury,m3kjUrI,N
0.3,Mercury,m3kjUrI,N
1.2,mercy,m3sI,N
1.63,mere,m7R,A
2.07,merely,m7lI,ADV
1.08,merge,m3_,V
0.85,merger,m3_@R,N
1.2,merit,mErIt,N
0.6,merit,mErIt,V
0.3,mermaid,m3m1d,N
0.3,merrily,mEr@lI,ADV
0.9,merry,mErI,A
0.6,mesh,mES,N
0.48,mesmerize,mEzm@r2z,V
1.42,mess,mEs,N
0.9,mess,mEs,V
1.95,message,mEsI_,N
0.95,messenger,mEsIn_@R,N
0.3,messiah,mIs2@,N
0.7,Messiah,mIs2@,N
0.3,Messrs,mEs@z,N
0.6,messy,mEsI,A
0.3,metabolic,mEt@bQlIk,A
0.3,metabolism,mEt{b@lIz@m,N
1.72,metal,mEtP,N
0.7,metallic,mIt{lIk,A
0.48,metamorphosis,mEt@m$f@sIs,N
0.85,metaphor,mEt@f@R,N
0.85,metaphysical,mEt@fIzIkP,A
0.6,metaphysics,mEt@fIzIks,N
0.6,meteorite,mitj@r2t,N
0.3,meteorological,mitj@r@lQ_IkP,A
0.7,meter,mit@R,N
0.6,methane,miT1n,N
0.3,methanol,mET@nQl,N
2.16,method,mET@d,N
0.3,methodical,mITQdIkP,A
0.48,methodically,mITQdIk@lI,ADV
0.3,Methodist,mET@dIst,A
0.48,methodology,mET@dQl@_I,N
0.3,methylate,mET@l1t,V
0.6,meticulous,mItIkjUl@s,A
0.6,meticulously,mItIkjUl@slI,ADV
1.53,metre,mit@R,N
0.3,metric,mEtrIk,A
0.3,metro,mEtr5,N
0.6,metropolis,mItrQp@lIs,N
1,metropolitan,mEtr@pQlIt@n,A
0.3,mews,mjuz,N
0.9,Mexican,mEksIk@n,A
0.48,Mexican,mEksIk@n,N
1.42,Mexico,mEksIk5,N
0.7,Miami,m2{mI,N
1.94,Michael,m2kP,N
0.6,mick,mIk,N
0.3,mickey,mIkI,N
0.3,microcosm,m2kr5kQz@m,N
0.3,microfilm,m2kr5fIlm,N
0.3,microorganism,m2kr5$g@nIz@m,N
0.9,microphone,m2kr@f5n,N
0.9,microscope,m2kr@sk5p,N
0.48,microscopic,m2kr@skQpIk,A
0.6,microwave,m2kr@w1v,N
0.7,mid,mId,A
0.95,midday,mIdd1,N
1.79,middle,mIdP,N
1.96,middle,mIdP,A
1.18,middle-aged,mIdP1_d,A
1.34,middle-class,mIdPkl#s,A
0.3,midget,mI_It,N
0.3,midland,mIdl@nd,N
0.3,midland,mIdl@nd,A
1,Midlands,mIdl@ndz,N
1.38,midnight,mIdn2t,N
1.11,midst,mIdst,N
0.6,midsummer,mIdsVm@R,N
0.48,midway,mIdw1,ADV
0.3,Midwest,mIdwEst,N
0.85,midwife,mIdw2f,N
2.49,might,m2t,V
1.04,mighty,m2tI,A
0.3,mighty,m2tI,ADV
0.3,migraine,migr1n,N
0.78,migrant,m2gr@nt,N
0.48,migrate,m2gr1t,V
0.85,migration,m2gr1SH,N
1.49,mike,m2k,N
1.45,mild,m2ld,A
0.3,mildew,mIldju,N
0.95,mildly,m2ldlI,ADV
2.23,mile,m2l,N
0.6,mileage,m2lI_,N
0.3,milieu,milj3,N
0.48,militancy,mIlIt@nsI,N
0.7,militant,mIlIt@nt,N
1.15,militant,mIlIt@nt,A
0.3,militarism,mIlIt@rIz@m,N
0.6,military,mIlIt@rI,N
1.99,military,mIlIt@rI,A
0.48,militia,mIlIS@,N
2,milk,mIlk,N
1,milk,mIlk,V
0.3,milkman,mIlkm@n,N
0.6,milky,mIlkI,A
1.18,mill,mIl,N
0.78,mill,mIl,V
0.6,millennium,mIlEn7m,N
1.04,miller,mIl@R,N
0.3,millet,mIlIt,N
0.48,milligram,mIlIgr{m,N
0.6,millimetre,mIlImit@R,N
1.67,million,mIlj@n,N
2.29,million,mIlj@n,NUM
0.9,millionaire,mIlj@n8R,N
0.48,mime,m2m,N
0.3,mime,m2m,V
0.7,mimic,mImIk,V
0.48,mimicry,mImIkrI,N
0.3,mince,mIns,N
0.6,mince,mIns,V
2.52,mind,m2nd,N
1.8,mind,m2nd,V
0.48,minded,m2ndId,A
0.6,minder,m2nd@R,N
0.3,mindful,m2ndfUl,A
0.6,mindless,m2ndlIs,A
1.4,mine,m2n,N
0.6,mine,m2n,V
1.9,mine,m2n,FUNC
0.3,minefield,m2nfild,N
1.2,miner,m2n@R,N
1.18,mineral,mIn@r@l,N
1,mingle,mINgP,V
0.6,mini,mInI,N
1.04,miniature,mIn@J@R,N
1.04,minimal,mInImP,A
0.95,minimize,mInIm2z,V
1.34,minimum,mInIm@m,N
1.34,minimum,mInIm@m,A
0.95,mining,m2nIN,N
2.11,minister,mInIst@R,N
0.6,ministerial,mInIst7r7l,A
0.3,ministration,mInIstr1SH,N
1.52,ministry,mInIstrI,N
0.48,mink,mINk,N
0.48,minor,m2n@R,N
1.57,minor,m2n@R,A
1.54,minority,m2nQr@tI,N
0.3,minster,mInst@R,N
0.78,mint,mInt,N
0.78,minus,m2n@s,A
0.78,minus,m2n@s,FUNC
0.3,minuscule,mIn@skjul,A
2.45,minute,mInIt,N
1.26,minute,m2njut,A
0.3,minutely,m2njutlI,ADV
0.6,minutes,mInIts,N
1.36,miracle,mIr@kP,N
0.78,miraculous,mIr{kjUl@s,A
0.7,miraculously,mIr{kjUl@slI,ADV
0.48,mirage,mIr#Z,N
1.69,mirror,mIr@R,N
0.48,mirror,mIr@R,V
0.3,mirth,m3T,N
0.3,miscellaneous,mIs@l1nj@s,A
0.6,mischief,mIsJIf,N
0.48,mischievous,mIsJIv@s,A
0.48,misconception,mIsk@nsEpSH,N
0.3,misdemeanour,mIsdImin@R,N
1.28,miserable,mIz@r@bP,A
0.7,miserably,mIz@r@blI,ADV
1.34,misery,mIz@rI,N
0.3,misfit,mIsfIt,N
0.95,misfortune,mIsf$Jun,N
0.6,misgiving,mIsgIvIN,N
0.48,misguided,mIsg2dId,A
0.3,mishap,mIsh{p,N
0.3,misinterpret,mIsInt3prIt,V
0.3,misjudge,mIs_V_,V
0.3,mislay,mIsl1,V
1.18,mislead,mIslid,V
0.3,misplace,mIspl1s,V
0.3,misrepresent,mIsrEprIzEnt,V
0.7,miss,mIs,N
1.93,miss,mIs,V
2.29,Miss,mIs,N
1.72,missile,mIs2l,N
1.34,missing,mIsIN,A
1.52,mission,mISH,N
0.9,missionary,mISH@rI,N
0.3,missus,mIsIz,N
1.18,mist,mIst,N
1.83,mistake,mIst1k,N
0.95,mistake,mIst1k,V
1,mistaken,mIst1k@n,A
0.3,mistakenly,mIst1k@nlI,ADV
0.6,mister,mIst@R,N
0.48,Mister,mIst@R,N
1.26,mistress,mIstrIs,N
0.3,mistrust,mIstrVst,N
0.7,misty,mIstI,A
0.9,misunderstand,mIsVnd@st{nd,V
0.9,misunderstanding,mIsVnd@st{ndIN,N
0.6,misuse,mIsjus,N
0.3,misuse,mIsjuz,V
0.3,mite,m2t,N
0.6,mitigate,mItIg1t,V
0.85,mix,mIks,N
1.71,mix,mIks,V
1.42,mixed,mIkst,A
0.3,mixer,mIks@R,N
1.67,mixture,mIksJ@R,N
0.48,moan,m5n,N
1.11,moan,m5n,V
0.3,moat,m5t,N
1.11,mob,mQb,N
1.18,mobile,m5b2l,A
1.52,mobility,m5bIl@tI,N
0.7,mobilization,m5bIl2z1SH,N
0.95,mobilize,m5bIl2z,V
0.3,moccasin,mQk@sIn,N
1,mock,mQk,V
0.78,mock,mQk,A
0.6,mockery,mQk@rI,N
0.3,mockingly,mQkINlI,ADV
1.28,mode,m5d,N
1.91,model,mQdP,N
0.7,model,mQdP,V
0.3,modelling,mQdPIN,N
0.3,moderate,mQd@r@t,N
0.48,moderate,mQd@r1t,V
1.08,moderate,mQd@r@t,A
0.7,moderately,mQd@r@tlI,ADV
0.6,moderation,mQd@r1SH,N
2.22,modern,mQd@n,A
0.6,modernism,mQd@nIz@m,N
0.3,modernist,mQd@nIst,A
0.7,modernization,mQd3n2z1SH,N
0.7,modernize,mQd@n2z,V
1.46,modest,mQdIst,A
0.6,modestly,mQdIstlI,ADV
0.78,modesty,mQdIstI,N
0.9,modification,mQdIfIk1SH,N
1.26,modify,mQdIf2,V
0.3,modular,mQdjUl@R,A
0.3,modulate,mQdjUl1t,V
0.78,module,mQdjul,N
0.3,mogul,m5gP,N
0.6,Mohammed,m5h{m@d,N
0.9,moist,m4st,A
0.3,moisten,m4sH,V
0.85,moisture,m4sJ@R,N
0.3,molar,m5l@R,N
0.3,molasses,m5l{sIz,N
0.78,mole,m5l,N
0.48,molecular,m5lEkjUl@R,A
1.2,molecule,mQlIkjul,N
0.3,molest,m5lEst,V
0.3,mollify,mQlIf2,V
0.3,mollusc,mQl@sk,N
0.7,Molly,mQlI,N
0.48,molten,m5lt@n,A
0.78,mom,mQm,N
2.52,moment,m5m@nt,N
0.9,momentarily,m5m@nt@r@lI,ADV
0.7,momentary,m5m@nt@rI,A
0.48,momentous,m5mEnt@s,A
1.68,moments,m5m@nts,N
1,momentum,m5mEnt@m,N
0.3,momma,mQm@,N
0.78,monarch,mQn@k,N
0.6,monarchy,mQn@kI,N
0.78,monastery,mQn@st@rI,N
1.59,Monday,mVndI,N
1.04,monetary,mVnIt@rI,A
2.61,money,mVnI,N
0.3,moneylender,mVnIlEnd@R,N
0.3,Mongol,mQNg@l,N
0.3,monitor,mQnIt@R,N
1.15,monitor,mQnIt@R,V
0.95,monk,mVNk,N
1.26,monkey,mVNkI,N
0.3,monolith,mQn5lIT,N
0.3,monolithic,mQn5lITIk,A
0.7,monologue,mQn@lQg,N
0.3,monopolize,m@nQp@l2z,V
1.28,monopoly,m@nQp@lI,N
0.7,monotonous,m@nQtH@s,A
0.48,monotony,m@nQtHI,N
1.08,Monsieur,m@sj3R,N
0.48,monsoon,mQnsun,N
1.32,monster,mQnst@R,N
0.3,monstrosity,mQnstrQs@tI,N
1,monstrous,mQnstr@s,A
2.5,month,mVnT,N
1.04,monthly,mVnTlI,A
0.3,monthly,mVnTlI,ADV
1.23,monument,mQnjUm@nt,N
0.6,monumental,mQnjUmEntP,A
1.72,mood,mud,N
0.3,moody,mudI,A
1.77,moon,mun,N
0.95,moonlight,munl2t,N
0.3,moonlit,munlIt,A
0.78,moor,m$R,N
0.48,moor,m$R,V
0.6,moorland,m$l@nd,N
0.48,mop,mQp,N
0.78,mop,mQp,V
0.3,moped,m5pEd,N
0.9,moral,mQr@l,N
1.76,moral,mQr@l,A
1,morale,mQr#l,N
0.3,moralist,mQr@lIst,N
1.2,morality,m@r{l@tI,N
0.3,moralize,mQr@l2z,V
0.85,morally,mQr@lI,ADV
0.9,morals,mQr@lz,N
0.7,morbid,m$bId,A
3.09,more,m$R,FUNC
1.56,moreover,m$r5v@R,ADV
0.3,mores,m$z,N
2.49,morning,m$nIN,N
0.3,Moroccan,m@rQk@n,A
0.48,Morocco,m@rQk5,N
0.3,moron,m$rQn,N
0.3,morose,m@r5s,A
0.3,morosely,m@r5slI,ADV
0.3,morphine,m$fin,N
0.3,Morrison,mQrIsH,N
0.3,morrow,mQr5,N
0.3,morsel,m$sP,N
0.48,mortal,m$tP,N
0.78,mortal,m$tP,A
0.78,mortality,m$t{l@tI,N
0.78,mortar,m$t@R,N
1.34,mortgage,m$gI_,N
0.3,mortgage,m$gI_,V
0.3,mortuary,m$J9rI,N
0.7,mosaic,m5z1Ik,N
1.65,Moses,m5zIz,N
0.48,Moslem,mQzl@m,N
0.6,Moslem,mQzl@m,A
0.48,mosque,mQsk,N
0.7,mosquito,m@skit5,N
0.9,moss,mQs,N
1.67,most,m5st,N
2.45,most,m5st,FUNC
1.72,mostly,m5stlI,ADV
0.3,mote,m5t,N
0.9,motel,m5tEl,N
0.7,moth,mQT,N
2.68,mother,mVD@R,N
0.48,mother,mVD@R,V
1.23,Mother,mVD@R,N
0.9,motherhood,mVD@hUd,N
0.6,mother-in-law,mVD@rInl$,N
0.3,motherly,mVD@lI,A
0.3,motif,m5tif,N
1.6,motion,m5SH,N
0.6,motion,m5SH,V
0.95,motionless,m5SHlIs,A
0.3,motions,m5SHz,N
1,motivate,m5tIv1t,V
1.04,motivation,m5tIv1SH,N
1.49,motive,m5tIv,N
1.15,motor,m5t@R,N
0.48,motor,m5t@R,V
1.42,motor,m5t@R,A
0.48,motorbike,m5t@b2k,N
0.6,motorcar,m5t@k#R,N
1.15,motorcycle,m5t@s2kP,N
0.48,motoring,m5t@rIN,N
0.78,motorist,m5t@rIst,N
0.3,motorize,m5t@r2z,V
1,motorway,m5t@w1,N
0.3,mottled,mQtPd,A
0.7,motto,mQt5,N
1.04,mould,m5ld,N
0.9,mould,m5ld,V
0.3,moulding,m5ldIN,N
0.3,mouldy,m5ldI,A
0.95,mound,m6nd,N
1.18,mount,m6nt,N
1.61,mount,m6nt,V
1.92,mountain,m6ntIn,N
0.3,mountaineer,m6ntIn7R,N
0.3,mountaineering,m6ntIn7rIN,N
0.3,mountainous,m6ntIn@s,A
0.3,mountainside,m6ntIns2d,N
0.78,mourn,m$n,V
0.3,mourner,m$n@R,N
0.3,mournful,m$nfUl,A
0.7,mourning,m$nIN,N
1.26,mouse,m6s,N
1.26,moustache,m@st#S,N
2.17,mouth,m6T,N
0.3,mouth,m6D,V
0.78,mouthful,m6TfUl,N
0.48,mouthpiece,m6Tpis,N
0.3,movable,muv@bP,A
1.81,move,muv,N
2.63,move,muv,V
2.4,movement,muvm@nt,N
0.48,mover,muv@R,N
1.64,movie,muvI,N
0.7,movies,muvIz,N
1.28,moving,muvIN,A
0.7,mow,m5,V
0.48,mower,m5@R,N
0.48,Mozambique,m5z{mbik,N
2.56,Mrs,mIsIz,N
0.48,mu,mju,N
3.46,much,mVJ,ADV
2.61,much,mVJ,FUNC
0.7,muck,mVk,N
0.3,muck,mVk,V
0.48,mucus,mjuk@s,N
1.46,mud,mVd,N
0.7,muddle,mVdP,N
0.7,muddle,mVdP,V
1,muddy,mVdI,A
0.9,muffle,mVfP,V
0.3,mufti,mVftI,N
0.9,mug,mVg,N
0.3,mugging,mVgIN,N
0.95,mule,mjul,N
0.3,multilateral,mVltIl{t@r@l,A
0.9,multiple,mVltIpP,A
0.6,multiplication,mVltIplIk1SH,N
0.3,multiplicity,mVltIplIs@tI,N
1.15,multiply,mVltIpl2,V
0.85,multitude,mVltItjud,N
1.18,mum,mVm,N
1.23,mumble,mVmbP,V
1.04,mummy,mVmI,N
0.3,mumps,mVmps,N
0.7,munch,mVnJ,V
